Complaint Type,Date,Time,Latitude,Longitude,Descriptor,Borough
Noise - Residential,9/24/2019,0:04:48,40.71201933,-73.78422653,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,23:19:37,40.8230767,-73.91004408,Loud Talking,Bronx
Noise - Residential,11/9/2019,6:10:27,40.75950394,-73.86567316,Banging/Pounding,Queens
Noise - Residential,9/24/2019,2:43:18,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Commercial,9/22/2019,18:18:43,40.63098847,-74.1021192,Loud Music/Party,Staten Island
Noise - Residential,9/23/2019,23:19:07,40.68955275,-73.92084716,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,20:35:10,40.61524968,-74.03159203,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,6:58:57,40.83320529,-73.94062013,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,13:20:54,40.84192777,-73.91790104,Loud Music/Party,Bronx
Noise - Street/Sidewalk,10/26/2019,13:29:30,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,14:31:29,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,18:47:01,40.67426949,-73.94942821,Loud Talking,Brooklyn
Noise - Vehicle,9/22/2019,16:31:40,40.69701838,-73.96472326,Engine Idling,Brooklyn
Noise - Street/Sidewalk,9/22/2019,16:34:41,40.82351924,-73.95258829,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,22:44:44,40.67232223,-73.95304185,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,1:28:20,40.8189905,-73.85430972,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,1:21:31,40.63544119,-73.9867411,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,19:34:13,40.72668977,-73.81908191,Loud Music/Party,Queens
Noise - Residential,9/22/2019,13:21:07,40.7367755,-73.76248841,Banging/Pounding,Queens
Noise - Residential,9/22/2019,23:06:45,40.76399124,-73.87260598,Loud Music/Party,Queens
Noise - Residential,11/15/2019,20:20:19,40.66604978,-73.93016055,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,19:56:34,40.80723365,-73.92053744,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,0:16:57,40.63832471,-73.94533348,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,0:22:40,40.76341094,-73.92420322,Loud Music/Party,Queens
Noise - Residential,9/22/2019,12:30:13,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:32:40,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,15:32:33,40.68318496,-73.94443498,Car/Truck Music,Brooklyn
Noise - Street/Sidewalk,9/23/2019,1:34:10,40.84020961,-73.91416985,Loud Music/Party,Bronx
Noise - Residential,11/18/2019,9:11:55,40.68862684,-73.96228295,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,19:07:28,40.85517946,-73.88591117,Loud Music/Party,Bronx
Noise - Vehicle,9/23/2019,10:22:52,40.72032827,-73.80776061,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/23/2019,18:31:20,40.80242966,-73.95471633,Loud Talking,Manhattan
Noise - Vehicle,9/24/2019,2:44:25,40.69921463,-73.90659037,Engine Idling,Queens
Noise - Residential,9/23/2019,19:07:28,40.85517946,-73.88591117,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,16:28:26,40.61899486,-73.99156034,Banging/Pounding,Brooklyn
Noise - Vehicle,9/23/2019,5:57:30,40.80071949,-73.97117336,Car/Truck Horn,Manhattan
Noise - Park,9/22/2019,15:16:44,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,23:45:08,40.66853904,-73.89694736,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,17:23:51,40.86063741,-73.899296,Car/Truck Music,Bronx
Noise - Residential,9/22/2019,22:06:18,40.70363569,-73.75232028,Loud Music/Party,Queens
Noise - Vehicle,9/22/2019,19:54:22,40.81944879,-73.91823226,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/22/2019,20:12:52,40.65243599,-73.96812007,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,0:46:39,40.69681691,-73.97057997,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,22:01:56,40.6257641,-73.96537334,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:40:19,40.60494023,-73.95247342,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,11:03:42,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/23/2019,19:45:04,40.57808888,-73.9723854,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:18:21,40.79881467,-73.94779857,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:27:27,40.84304311,-73.9369104,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,17:55:22,40.87828005,-73.90218026,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,23:30:29,40.67220696,-73.95305274,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:10:06,40.67178417,-73.95283314,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:31:52,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,22:33:50,40.71731854,-73.9974604,Engine Idling,Manhattan
Noise - Street/Sidewalk,9/22/2019,13:01:02,40.79589298,-73.94501267,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,20:10:59,40.86499783,-73.89520399,Banging/Pounding,Bronx
Noise - Residential,9/23/2019,22:39:17,40.80207389,-73.93911281,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,12:36:38,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,10/12/2019,23:56:50,40.71916163,-73.94095623,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,22:56:49,40.65941518,-73.93898351,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,0:42:50,40.86309839,-73.92292186,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,13:18:00,40.74286393,-74.00396965,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,6:58:57,40.83320529,-73.94062013,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,23:44:50,40.65348852,-73.96321461,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:01:48,40.77033307,-73.91997134,Loud Music/Party,Queens
Noise - Residential,9/22/2019,16:44:18,40.77786418,-73.90831426,Banging/Pounding,Queens
Noise - Residential,9/22/2019,13:58:03,40.7627843,-73.90797404,Loud Talking,Queens
Noise - Street/Sidewalk,9/22/2019,17:10:18,40.82386058,-73.92800768,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,20:36:57,40.70284346,-73.87758094,Loud Talking,Queens
Noise - Vehicle,9/23/2019,21:11:31,40.75232281,-73.8626053,Car/Truck Music,Queens
Noise - Residential,9/23/2019,21:30:56,40.81295178,-73.86070636,Loud Talking,Bronx
Noise - Residential,9/22/2019,13:06:30,40.77575199,-73.90647218,Banging/Pounding,Queens
Noise - Residential,9/22/2019,20:10:54,40.66107634,-73.9587987,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/24/2019,1:09:15,40.83137895,-73.92895353,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,22:01:48,40.85190737,-73.93486331,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,13:06:54,40.86982887,-73.90186728,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,20:04:42,40.77634819,-73.95217777,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,23:42:27,40.72922467,-73.79692886,Loud Music/Party,Queens
Noise - Residential,9/23/2019,8:57:27,40.70294291,-73.82139688,Banging/Pounding,Queens
Noise - Residential,9/23/2019,23:38:10,40.8186886,-73.84794447,Loud Talking,Bronx
Noise - Residential,9/23/2019,14:40:11,40.58775414,-73.94434156,Banging/Pounding,Brooklyn
Noise - Vehicle,9/22/2019,18:00:49,40.8544606,-73.86575249,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/23/2019,20:11:29,40.82403012,-73.9269922,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,21:18:48,40.75196842,-73.97522961,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/23/2019,1:31:55,40.66715493,-73.99258158,Loud Talking,Brooklyn
Noise - Park,9/22/2019,22:42:21,40.8710471,-73.89821721,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,23:13:18,40.69614764,-73.92374597,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,23:05:59,40.72882023,-73.98071518,Loud Music/Party,Manhattan
Noise - Residential,11/24/2019,0:06:48,40.63851857,-73.91259167,Loud Music/Party,Brooklyn
Noise - Helicopter,9/23/2019,11:21:14,40.72195913,-73.80969682,Other,Queens
Noise - Residential,9/22/2019,20:37:02,40.66107897,-73.95847431,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,12:06:27,40.70959737,-74.00653222,Loud Talking,Manhattan
Noise - Street/Sidewalk,10/4/2019,15:56:55,40.58445611,-73.81295442,Loud Talking,Queens
Noise - Street/Sidewalk,9/22/2019,20:53:45,40.66917217,-73.97304342,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,21:01:40,40.69420347,-73.92661507,Banging/Pounding,Brooklyn
Noise - Vehicle,9/22/2019,22:23:27,40.86309839,-73.92292186,Car/Truck Music,Manhattan
Noise - Street/Sidewalk,9/22/2019,23:34:27,40.85284555,-73.9293463,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,22:14:52,40.8630572,-73.9228966,Car/Truck Music,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:54:39,40.64523163,-74.10467425,Loud Music/Party,Staten Island
Noise - Vehicle,9/22/2019,11:53:54,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,10/20/2019,0:24:32,40.81591382,-73.9411016,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,22:48:45,40.68327525,-73.95653152,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,17:23:26,40.76898507,-73.95469575,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,7:13:17,40.85379696,-73.90500327,Loud Music/Party,Bronx
Noise - Vehicle,9/23/2019,8:19:41,40.72195913,-73.80969682,Engine Idling,Queens
Noise - Street/Sidewalk,9/23/2019,17:56:43,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Residential,9/22/2019,13:38:39,40.68690253,-73.82144706,Loud Music/Party,Queens
Noise - Residential,9/22/2019,19:52:22,40.67524616,-73.87631573,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:27:09,40.79875679,-73.95365696,Banging/Pounding,Manhattan
Noise - Residential,9/23/2019,19:39:21,40.64434874,-74.0030377,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,8:06:38,40.73147654,-73.95784592,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,10:28:34,40.72195913,-73.80969682,Loud Talking,Queens
Noise - Vehicle,9/22/2019,21:27:43,40.83541201,-73.94615449,Car/Truck Horn,Manhattan
Noise - Vehicle,9/23/2019,1:14:40,40.84656199,-73.91202554,Engine Idling,Bronx
Noise - Residential,9/22/2019,18:23:21,40.70578404,-73.80958791,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/22/2019,12:13:52,40.6776041,-73.94875871,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,12:39:43,40.82310655,-73.86708396,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,19:38:07,40.68539988,-73.91319006,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,15:34:33,40.75354978,-73.82609052,Banging/Pounding,Queens
Noise - Residential,9/23/2019,16:32:49,40.83341029,-73.88781316,Loud Music/Party,Bronx
Noise - Commercial,9/22/2019,21:45:40,40.58413031,-73.93277355,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,22:32:15,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,10/20/2019,9:30:59,40.81281182,-73.94573927,Banging/Pounding,Manhattan
Noise - Residential,9/23/2019,21:46:19,40.64896504,-73.96299367,Loud Music/Party,Brooklyn
Noise - Residential,10/12/2019,22:23:36,40.67738501,-73.76293427,Loud Music/Party,Queens
Noise - Residential,9/23/2019,23:08:19,40.68955275,-73.92084716,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,20:56:34,40.66170194,-73.8971093,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,7:13:17,40.85379696,-73.90500327,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,22:14:51,40.66192692,-73.9449573,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,22:41:50,40.84857597,-73.83411931,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,17:19:18,40.82737358,-73.87604018,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,13:44:33,40.81810552,-73.9385526,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,20:50:23,40.82403012,-73.9269922,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,14:00:14,40.65084761,-73.9619187,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:21:30,40.67165056,-73.91972926,Banging/Pounding,Brooklyn
Noise - Residential,10/13/2019,5:52:40,40.86667917,-73.89392507,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,22:05:09,40.75394,-73.88296968,Loud Music/Party,Queens
Noise - Residential,9/22/2019,22:32:24,40.87357285,-73.90540531,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,21:00:27,40.86063741,-73.899296,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,18:09:16,40.72385812,-73.74929759,Loud Music/Party,Queens
Noise - Street/Sidewalk,10/12/2019,8:49:24,40.71271433,-73.96055953,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:53:57,40.71808001,-73.9596076,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,20:03:47,40.82163448,-73.95473217,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,18:23:56,40.83318637,-73.87056909,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,19:19:20,40.85012052,-73.93009741,Loud Talking,Manhattan
Noise - Residential,9/22/2019,16:53:35,40.60960426,-74.01495371,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,4:54:08,40.73697929,-73.8646252,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/22/2019,14:32:14,40.68654926,-73.86658814,Loud Music/Party,Queens
Noise - Residential,11/16/2019,2:14:28,40.85585962,-73.90336639,Loud Music/Party,Bronx
Noise - Vehicle,9/24/2019,0:47:37,40.66638461,-73.92158117,Car/Truck Music,Brooklyn
Noise - Residential,9/22/2019,12:56:09,40.69460843,-73.92898027,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/22/2019,14:43:50,40.74985425,-73.98793822,Loud Talking,Manhattan
Noise - Vehicle,9/22/2019,23:22:24,40.71164246,-73.94390987,Engine Idling,Brooklyn
Noise - Residential,9/22/2019,22:49:21,40.72238977,-73.80951882,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/22/2019,18:40:23,40.81976407,-73.95161908,Loud Music/Party,Manhattan
Noise - Residential,10/26/2019,6:40:00,40.63821942,-73.95581502,Banging/Pounding,Brooklyn
Noise - Residential,11/26/2019,7:32:10,40.86587675,-73.8596121,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,21:43:45,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/23/2019,21:33:44,40.77638942,-73.94610112,Banging/Pounding,Manhattan
Noise - Park,9/22/2019,16:56:35,40.88310723,-73.88095581,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,0:52:28,40.85373916,-73.91920948,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,20:16:41,40.84754647,-73.9356483,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/22/2019,22:03:48,40.83801408,-73.94073148,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,0:58:20,40.82399258,-73.94906511,Loud Talking,Manhattan
Noise - Residential,9/23/2019,23:45:08,40.66853904,-73.89694736,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:29:00,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:14:48,40.72551823,-73.98034813,Loud Talking,Manhattan
Noise - Residential,9/22/2019,22:49:47,40.73763591,-73.79303131,Loud Talking,Queens
Noise - Residential,9/22/2019,15:31:40,40.84292598,-73.90942089,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,12:33:50,40.8329861,-73.91875045,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,22:46:02,40.85407302,-73.90360756,Loud Music/Party,Bronx
Noise - Street/Sidewalk,10/19/2019,22:34:54,40.71688453,-73.99085533,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,23:09:41,40.67617516,-73.951269,Car/Truck Music,Brooklyn
Noise - Vehicle,9/23/2019,15:02:53,40.72302217,-73.99881307,Car/Truck Music,Manhattan
Noise - Commercial,9/22/2019,16:27:19,40.76045412,-73.91527612,Loud Music/Party,Queens
Noise - Residential,9/22/2019,17:07:50,40.81652309,-73.94662137,Loud Talking,Manhattan
Noise - Residential,10/19/2019,21:53:03,40.694594,-73.96236612,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,6:38:47,40.75573301,-73.97017134,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/23/2019,0:02:43,40.70784209,-73.83599163,Loud Talking,Queens
Noise - Residential,9/23/2019,20:19:24,40.64159399,-73.95913863,Loud Music/Party,Brooklyn
Noise - Residential,10/3/2019,9:10:31,40.81281182,-73.94573927,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/23/2019,18:37:41,40.86853528,-73.91840692,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,22:40:52,40.67886149,-73.96397936,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,18:31:00,40.78886965,-73.96796807,Loud Music/Party,Manhattan
Noise - Helicopter,9/23/2019,22:48:05,40.69926886,-73.99431269,Other,Brooklyn
Noise - Residential,10/13/2019,20:30:00,40.87601806,-73.87609051,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,21:04:29,40.81815224,-73.93866094,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/22/2019,19:02:35,40.8906892,-73.86223975,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,22:59:54,40.67232223,-73.95304185,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,1:40:30,40.8189905,-73.85430972,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/22/2019,19:59:43,40.81976407,-73.95161908,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,22:11:23,40.6682368,-73.84936167,Loud Music/Party,Queens
Noise - Residential,9/22/2019,20:19:19,40.66188055,-73.94556648,Loud Music/Party,Brooklyn
Noise - Commercial,10/3/2019,17:52:38,40.84757624,-73.90030975,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,22:41:58,40.80617275,-73.94664051,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,22:28:36,40.68298827,-73.95266297,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:00:28,40.84304311,-73.9369104,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/24/2019,0:58:10,40.68879132,-73.91922904,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:47:51,40.82399258,-73.94906511,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,16:16:20,40.79931101,-73.95311841,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,23:32:02,40.72597815,-73.99460264,Car/Truck Music,Manhattan
Noise - Residential,9/23/2019,20:53:07,40.6682368,-73.84936167,Loud Music/Party,Queens
Noise - Residential,9/22/2019,17:29:52,40.53876418,-74.15506674,Loud Music/Party,Staten Island
Noise - Residential,9/24/2019,0:34:27,40.90560907,-73.84889239,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,21:49:52,40.68844537,-73.87592706,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,22:33:27,40.80133264,-73.9501877,Loud Music/Party,Manhattan
Noise - Residential,9/24/2019,0:46:00,40.83542577,-73.94623398,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,19:29:57,40.83166976,-73.92875447,Banging/Pounding,Bronx
Noise - Commercial,10/13/2019,13:07:45,40.84968492,-73.93623541,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/23/2019,22:48:08,40.7188661,-74.01084406,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,20:52:45,40.80596349,-73.94523553,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,19:31:58,40.6895195,-73.80364857,Loud Music/Party,Queens
Noise - Residential,9/22/2019,19:52:22,40.67524616,-73.87631573,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,13:38:14,40.68808584,-73.95395744,Loud Talking,Brooklyn
Noise - Residential,9/23/2019,22:32:54,40.60222883,-74.12154315,Loud Television,Staten Island
Noise - Residential,9/22/2019,15:02:02,40.69375579,-73.93058229,Banging/Pounding,Brooklyn
Noise - Vehicle,9/22/2019,15:16:31,40.87748772,-73.88525816,Car/Truck Music,Bronx
Noise - Residential,9/23/2019,16:41:37,40.67181451,-73.75703476,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/22/2019,19:35:35,40.68355616,-73.81763411,Loud Music/Party,Queens
Noise - Residential,9/22/2019,23:12:53,40.86371936,-73.88990954,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,21:02:38,40.60501196,-73.74950978,Loud Music/Party,Queens
Noise - Vehicle,9/22/2019,23:52:24,40.75680763,-73.94441327,Engine Idling,Queens
Noise - Street/Sidewalk,9/22/2019,16:51:47,40.75186796,-73.86796239,Loud Music/Party,Queens
Noise - Residential,9/24/2019,0:25:40,40.8521708,-73.88544642,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/24/2019,0:50:59,40.86740521,-73.9277653,Loud Music/Party,Manhattan
Noise - Commercial,9/23/2019,22:01:56,40.6257641,-73.96537334,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,21:30:56,40.81295178,-73.86070636,Loud Talking,Bronx
Noise - Residential,9/23/2019,23:26:36,40.65119546,-73.95253777,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,15:17:13,40.86757591,-73.92431227,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/23/2019,1:17:36,40.81823824,-73.85414156,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,16:27:11,40.81480996,-73.92182535,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,23:13:18,40.69614764,-73.92374597,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:03:48,40.83801408,-73.94073148,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,19:32:16,40.65225598,-73.97258535,Loud Music/Party,Brooklyn
Noise - Residential,10/19/2019,20:21:54,40.81558871,-73.95694004,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,20:41:43,40.69943976,-73.92985148,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,18:48:13,40.68746357,-73.9331814,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,8:12:21,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/24/2019,0:19:01,40.88009306,-73.90074195,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,13:37:00,40.73177388,-73.96040031,Loud Talking,Brooklyn
Noise - Commercial,9/22/2019,21:20:18,40.67497485,-73.95597814,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,19:20:15,40.61030077,-73.95952155,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,15:06:25,40.78536042,-73.97298193,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,15:16:35,40.78536042,-73.97298193,Loud Music/Party,Manhattan
Noise - Park,9/22/2019,17:23:19,40.65225598,-73.97258535,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,20:50:23,40.82403012,-73.9269922,Loud Music/Party,Bronx
Noise - Residential,10/12/2019,21:35:54,40.73126141,-73.84875014,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,18:42:01,40.75226074,-73.86820704,Loud Music/Party,Queens
Noise - Residential,9/23/2019,7:08:15,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,16:37:46,40.68689158,-73.82146151,Loud Music/Party,Queens
Noise - Residential,9/22/2019,14:29:40,40.79013851,-73.9709757,Banging/Pounding,Manhattan
Noise - Residential,11/9/2019,2:11:14,40.63347259,-73.94675338,Loud Television,Brooklyn
Noise - Street/Sidewalk,9/23/2019,22:19:45,40.6899826,-73.97123926,Loud Talking,Brooklyn
Noise - Street/Sidewalk,10/26/2019,16:38:20,40.8267386,-73.94034406,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,23:06:40,40.61361192,-73.98717404,Loud Talking,Brooklyn
Noise - Vehicle,9/23/2019,17:16:12,40.65087959,-73.9797863,Car/Truck Music,Brooklyn
Noise - Vehicle,9/23/2019,10:06:27,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Commercial,10/12/2019,20:42:04,40.71357016,-73.95902597,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,21:26:14,40.68277467,-73.91525583,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,22:11:23,40.6682368,-73.84936167,Loud Music/Party,Queens
Noise - Residential,9/22/2019,23:44:14,40.68097617,-73.88869335,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,10/4/2019,3:26:03,40.85153916,-73.92948143,Loud Talking,Manhattan
Noise - Park,9/22/2019,18:36:57,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,21:42:12,40.68282793,-73.87193537,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,10/12/2019,2:37:17,40.86160852,-73.9279379,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,17:13:06,40.82951451,-73.91943041,Loud Music/Party,Bronx
Noise - Residential,11/24/2019,1:03:27,40.71148319,-73.76417287,Loud Music/Party,Queens
Noise - Residential,9/22/2019,12:33:56,40.72195913,-73.80969682,Loud Talking,Queens
Noise - Residential,10/26/2019,0:17:18,40.7075836,-73.96682408,Loud Music/Party,Brooklyn
Noise - Residential,11/29/2019,0:51:56,40.88550088,-73.90164524,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,22:28:36,40.68674565,-73.94593921,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/23/2019,21:25:26,40.69413163,-73.90697974,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,18:00:04,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/23/2019,22:31:53,40.80573716,-73.90860097,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,18:26:48,40.70354121,-73.92669135,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:27:49,40.69460843,-73.92898027,Banging/Pounding,Brooklyn
